subject,supertype
catalhoyuk#RhinolophusFerrumequinum,catalhoyuk#Rhinolophus
catalhoyuk#RhinolophusHipposideros,catalhoyuk#Rhinolophus
catalhoyuk#Rib,catalhoyuk#LongBone
catalhoyuk#Ridge,catalhoyuk#Kerb
catalhoyuk#RightCalcaneus,catalhoyuk#Calcaneus
catalhoyuk#RightCapitate,catalhoyuk#Capitate
catalhoyuk#RightClavicle,catalhoyuk#Clavicle
catalhoyuk#RightCuboidBone,catalhoyuk#CuboidBone
catalhoyuk#RightEighthRib,catalhoyuk#EighthRib
catalhoyuk#RightEleventhRib,catalhoyuk#EleventhRib
catalhoyuk#RightFabella,catalhoyuk#Fabella
catalhoyuk#RightFemur,catalhoyuk#Femur
catalhoyuk#RightFibula,catalhoyuk#Fibula
catalhoyuk#RightFifthMetacarpalBone,catalhoyuk#FifthMetacarpalBone
catalhoyuk#RightFifthMetatarsalBone,catalhoyuk#FifthMetatarsalBone
catalhoyuk#RightFifthRib,catalhoyuk#FifthRib
catalhoyuk#RightFirstLowerMolarTooth,catalhoyuk#SecondaryFirstMandibularMolarTooth
catalhoyuk#RightFirstLowerPremolarTooth,catalhoyuk#FirstMandibularPremolarTooth
catalhoyuk#RightFirstMetacarpalBone,catalhoyuk#FirstMetacarpalBone
catalhoyuk#RightFirstMetatarsalBone,catalhoyuk#FirstMetatarsalBone
catalhoyuk#RightFirstRib,catalhoyuk#FirstRib
catalhoyuk#RightFirstUpperMolarTooth,catalhoyuk#SecondaryFirstUpperMolarTooth
catalhoyuk#RightFirstUpperPremolarTooth,catalhoyuk#FirstMaxillaryPremolarTooth
catalhoyuk#RightFourthMetacarpalBone,catalhoyuk#FourthMetacarpalBone
catalhoyuk#RightFourthMetatarsalBone,catalhoyuk#FourthMetatarsalBone
catalhoyuk#RightFourthRib,catalhoyuk#FourthRib
catalhoyuk#RightHamate,catalhoyuk#Hamate
catalhoyuk#RightHipBone,catalhoyuk#HipBone
catalhoyuk#RightHumerus,catalhoyuk#Humerus
catalhoyuk#RightIncus,catalhoyuk#Incus
catalhoyuk#RightInferiorNasalConcha,catalhoyuk#InferiorNasalConcha
catalhoyuk#RightIntermediateCuneiformBone,catalhoyuk#IntermediateCuneiformBone
catalhoyuk#RightLacrimalBone,catalhoyuk#LacrimalBone
catalhoyuk#RightLateralCuneiformBone,catalhoyuk#LateralCuneiformBone
catalhoyuk#RightLowerCanineTooth,catalhoyuk#SecondaryLowerCanineTooth
catalhoyuk#RightLowerLateralIncisorTooth,catalhoyuk#SecondaryLowerLateralIncisorTooth
catalhoyuk#RightLunate,catalhoyuk#Lunate
catalhoyuk#RightMalleus,catalhoyuk#Malleus
catalhoyuk#RightMandible,catalhoyuk#Mandible
catalhoyuk#RightMaxilla,catalhoyuk#Maxilla
catalhoyuk#RightMedialCuneiformBone,catalhoyuk#MedialCuneiformBone
catalhoyuk#RightNasalBone,catalhoyuk#NasalBone
catalhoyuk#RightNinthRib,catalhoyuk#NinthRib
catalhoyuk#RightPalatineBone,catalhoyuk#PalatineBone
catalhoyuk#RightParietalBone,catalhoyuk#ParietalBone
catalhoyuk#RightPatella,catalhoyuk#Patella
catalhoyuk#RightPisiform,catalhoyuk#Pisiform
catalhoyuk#RightPrimaryFirstLowerMolarTooth,catalhoyuk#PrimaryFirstMandibularMolarTooth
catalhoyuk#RightPrimaryFirstUpperMolarTooth,catalhoyuk#PrimaryFirstUpperMolarTooth
catalhoyuk#RightPrimaryLowerCanineTooth,catalhoyuk#PrimaryLowerCanineTooth
catalhoyuk#RightPrimaryLowerLateralIncisorTooth,catalhoyuk#PrimaryLowerLateralIncisorTooth
catalhoyuk#RightPrimarySecondLowerMolarTooth,catalhoyuk#PrimarySecondMandibularMolarTooth
catalhoyuk#RightPrimarySecondUpperMolarTooth,catalhoyuk#PrimarySecondUpperMolarTooth
catalhoyuk#RightPrimaryUpperCanineTooth,catalhoyuk#PrimaryUpperCanineTooth
catalhoyuk#RightPrimaryUpperLateralIncisorTooth,catalhoyuk#PrimaryUpperLateralIncisorTooth
catalhoyuk#RightRadius,catalhoyuk#Radius
catalhoyuk#RightScaphoid,catalhoyuk#Scaphoid
catalhoyuk#RightScapula,catalhoyuk#Scapula
catalhoyuk#RightSecondLowerMolarTooth,catalhoyuk#SecondarySecondMandibularMolarTooth
catalhoyuk#RightSecondLowerPremolarTooth,catalhoyuk#SecondMandibularPremolarTooth
catalhoyuk#RightSecondMetacarpalBone,catalhoyuk#SecondMetacarpalBone
catalhoyuk#RightSecondMetatarsalBone,catalhoyuk#SecondMetatarsalBone
catalhoyuk#RightSecondRib,catalhoyuk#SecondRib
catalhoyuk#RightSecondUpperMolarTooth,catalhoyuk#SecondarySecondUpperMolarTooth
catalhoyuk#RightSecondUpperPremolarTooth,catalhoyuk#SecondMaxillaryPremolarTooth
catalhoyuk#RightSeventhRib,catalhoyuk#SeventhRib
catalhoyuk#RightSixthRib,catalhoyuk#SixthRib
catalhoyuk#RightStapes,catalhoyuk#Stapes
catalhoyuk#RightTalus,catalhoyuk#Talus
catalhoyuk#RightTemporalBone,catalhoyuk#TemporalBone
catalhoyuk#RightTenthRib,catalhoyuk#TenthRib
catalhoyuk#RightThirdLowerMolarTooth,catalhoyuk#ThirdMandibularMolarTooth
catalhoyuk#RightThirdMetacarpalBone,catalhoyuk#ThirdMetacarpalBone
catalhoyuk#RightThirdMetatarsalBone,catalhoyuk#ThirdMetatarsalBone
catalhoyuk#RightThirdRib,catalhoyuk#ThirdRib
catalhoyuk#RightThirdUpperMolarTooth,catalhoyuk#ThirdMaxillaryMolarTooth
catalhoyuk#RightTibia,catalhoyuk#Tibia
catalhoyuk#RightTrapezium,catalhoyuk#Trapezium
catalhoyuk#RightTrapezoid,catalhoyuk#Trapezoid
catalhoyuk#RightTriquetral,catalhoyuk#Triquetral
catalhoyuk#RightTwelfthRib,catalhoyuk#TwelfthRib
catalhoyuk#RightUlna,catalhoyuk#Ulna
catalhoyuk#RightUpperCanineTooth,catalhoyuk#SecondaryUpperCanineTooth
catalhoyuk#RightUpperLateralIncisorTooth,catalhoyuk#SecondaryUpperLateralIncisorTooth
catalhoyuk#RightZygomaticBone,catalhoyuk#ZygomaticBone
catalhoyuk#RobbedOutThing,catalhoyuk#Feature
catalhoyuk#Rodentia,catalhoyuk#Glires
catalhoyuk#Roof,catalhoyuk#Feature
catalhoyuk#RoomPartition,catalhoyuk#InternalPartition
catalhoyuk#Ruminantia,catalhoyuk#Cetartiodactyla
catalhoyuk#Rupicapra,catalhoyuk#Bovidae
catalhoyuk#SacralVertebra,catalhoyuk#Vertebra
catalhoyuk#Sample,catalhoyuk#ExtractionObject
catalhoyuk#Sarcopterygii,catalhoyuk#Osteichthyes
catalhoyuk#Saurischia,catalhoyuk#Dinosauria
catalhoyuk#Scaphoid,catalhoyuk#ProximalCarpalBone
catalhoyuk#Scapula,catalhoyuk#FlatBone
catalhoyuk#Scincidae,catalhoyuk#Scincoidea
catalhoyuk#Scincoidea,catalhoyuk#Squamata
catalhoyuk#Sciuridae,catalhoyuk#Sciuromorpha
catalhoyuk#Sciuromorpha,catalhoyuk#Rodentia
catalhoyuk#Scoop,catalhoyuk#Pit
catalhoyuk#ScreenWall,catalhoyuk#Wall
catalhoyuk#Scrotifera,catalhoyuk#Laurasiatheria
catalhoyuk#SecondCoccygealVertebra,catalhoyuk#CoccygealVertebra
catalhoyuk#SecondLumbarVertebra,catalhoyuk#LumbarVertebra
catalhoyuk#SecondMandibularMolarTooth,catalhoyuk#MandibularMolarTooth
catalhoyuk#SecondMandibularPremolarTooth,catalhoyuk#MandibularPremolarTooth
catalhoyuk#SecondMaxillaryMolarTooth,catalhoyuk#MaxillaryMolarTooth
catalhoyuk#SecondMaxillaryPremolarTooth,catalhoyuk#MaxillaryPremolarTooth
catalhoyuk#SecondMetacarpalBone,catalhoyuk#MetacarpalBone
catalhoyuk#SecondMetatarsalBone,catalhoyuk#MetatarsalBone
catalhoyuk#SecondMolarTooth,catalhoyuk#MolarTooth
catalhoyuk#SecondPremolarTooth,catalhoyuk#PremolarTooth
catalhoyuk#SecondRib,catalhoyuk#AtypicalRib
catalhoyuk#SecondSacralVertebra,catalhoyuk#SacralVertebra
catalhoyuk#SecondThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#SecondaryCanineTooth,catalhoyuk#CanineTooth
catalhoyuk#SecondaryFirstMandibularMolarTooth,catalhoyuk#FirstMandibularMolarTooth
catalhoyuk#SecondaryFirstUpperMolarTooth,catalhoyuk#FirstMaxillaryMolarTooth
catalhoyuk#SecondaryIncisorTooth,catalhoyuk#IncisorTooth
catalhoyuk#SecondaryLowerCanineTooth,catalhoyuk#MaxillaryCanineTooth
catalhoyuk#SecondaryLowerCentralIncisorTooth,catalhoyuk#LowerCentralIncisorTooth
catalhoyuk#SecondaryLowerIncisorTooth,catalhoyuk#SecondaryIncisorTooth
catalhoyuk#SecondaryLowerLateralIncisorTooth,catalhoyuk#LowerLateralIncisorTooth
catalhoyuk#SecondaryMolarTooth,catalhoyuk#MolarTooth
catalhoyuk#SecondarySecondMandibularMolarTooth,catalhoyuk#SecondMandibularMolarTooth
catalhoyuk#SecondarySecondUpperMolarTooth,catalhoyuk#SecondMaxillaryMolarTooth
catalhoyuk#SecondaryUpperCanineTooth,catalhoyuk#MandibularCanineTooth
catalhoyuk#SecondaryUpperCentralIncisorTooth,catalhoyuk#UpperCentralIncisorTooth
catalhoyuk#SecondaryUpperIncisorTooth,catalhoyuk#SecondaryIncisorTooth
catalhoyuk#SecondaryUpperLateralIncisorTooth,catalhoyuk#UpperLateralIncisorTooth
catalhoyuk#SequentialStep,rdf-schema#Resource
catalhoyuk#Serpentes,catalhoyuk#Squamata
catalhoyuk#SesamoidBone,catalhoyuk#ShortBone
catalhoyuk#SesamoidBoneOfFoot,catalhoyuk#SesamoidBone
catalhoyuk#SesamoidBoneOfHand,catalhoyuk#SesamoidBone
catalhoyuk#SesamoidBoneOfLeftFoot,catalhoyuk#SesamoidBoneOfFoot
catalhoyuk#SesamoidBoneOfLeftHand,catalhoyuk#SesamoidBoneOfHand
catalhoyuk#SesamoidBoneOfRightFoot,catalhoyuk#SesamoidBoneOfFoot
catalhoyuk#SesamoidBoneOfRightHand,catalhoyuk#SesamoidBoneOfHand
catalhoyuk#SesamoidOfBigToe,catalhoyuk#SesamoidBoneOfFoot
catalhoyuk#SetupForTheGrindingStone,catalhoyuk#Feature
catalhoyuk#SeventhCervicalVertebra,catalhoyuk#CervicalVertebra
catalhoyuk#SeventhRib,catalhoyuk#TypicalRib
catalhoyuk#SeventhThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#ShaftOfLeftClavicle,catalhoyuk#LeftClavicle
catalhoyuk#ShaftOfLeftFemur,catalhoyuk#LeftFemur
catalhoyuk#ShaftOfLeftFibula,catalhoyuk#LeftFibula
catalhoyuk#ShaftOfLeftHumerus,catalhoyuk#LeftHumerus
catalhoyuk#ShaftOfLeftRadius,catalhoyuk#LeftRadius
catalhoyuk#ShaftOfLeftTibia,catalhoyuk#LeftTibia
catalhoyuk#ShaftOfLeftUlna,catalhoyuk#LeftUlna
catalhoyuk#ShaftOfRightClavicle,catalhoyuk#RightClavicle
catalhoyuk#ShaftOfRightFemur,catalhoyuk#RightFemur
catalhoyuk#ShaftOfRightFibula,catalhoyuk#RightFibula
catalhoyuk#ShaftOfRightHumerus,catalhoyuk#RightHumerus
catalhoyuk#ShaftOfRightRadius,catalhoyuk#RightRadius
catalhoyuk#ShaftOfRightTibia,catalhoyuk#RightTibia
catalhoyuk#ShaftOfRightUlna,catalhoyuk#RightUlna
catalhoyuk#Shelf,catalhoyuk#NicheRecess
catalhoyuk#ShortBone,catalhoyuk#BoneOrgan
catalhoyuk#Siluridae,catalhoyuk#Siluroidei
catalhoyuk#Siluriformes,catalhoyuk#Characiphysae
catalhoyuk#Siluroidei,catalhoyuk#Siluriformes
catalhoyuk#SixthCervicalVertebra,catalhoyuk#CervicalVertebra
catalhoyuk#SixthRib,catalhoyuk#TypicalRib
catalhoyuk#SixthThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#Skeleton,catalhoyuk#Cluster
catalhoyuk#SocialPerson,catalhoyuk#Person
catalhoyuk#Sorex,catalhoyuk#Soricidae
catalhoyuk#SorexAraneus,catalhoyuk#Sorex
catalhoyuk#SorexMinutus,catalhoyuk#Sorex
catalhoyuk#Soricidae,catalhoyuk#Lipotyphla
catalhoyuk#Space,catalhoyuk#SpatialEntity
catalhoyuk#Spalacidae,catalhoyuk#Muroidea
catalhoyuk#Spalacinae,catalhoyuk#Spalacidae
catalhoyuk#Spalax,catalhoyuk#Spalacinae
catalhoyuk#SpalaxMicrophthalmus,catalhoyuk#Spalax
catalhoyuk#SpatialCoordinates,catalhoyuk#Appellation
catalhoyuk#SpatialEntity,catalhoyuk#PhysicalThing
catalhoyuk#Spermophilus,catalhoyuk#Marmotini
catalhoyuk#SphenoidBody,catalhoyuk#SphenoidBone
catalhoyuk#SphenoidBone,catalhoyuk#PneumatizedBone
catalhoyuk#SphenoidLeftWing,catalhoyuk#SphenoidBone
catalhoyuk#SphenoidRightWing,catalhoyuk#SphenoidBone
catalhoyuk#Spiralia,catalhoyuk#Protostomia
catalhoyuk#Spondylidae,catalhoyuk#Pectinoidea
catalhoyuk#Spondylus,catalhoyuk#Spondylidae
catalhoyuk#Squamata,catalhoyuk#Lepidosauriformes
catalhoyuk#Stapes,catalhoyuk#AuditoryOssicle
catalhoyuk#Step,catalhoyuk#Kerb
catalhoyuk#StepBench,catalhoyuk#Feature
catalhoyuk#StepLedge,catalhoyuk#Feature
catalhoyuk#Sternum,catalhoyuk#FlatBone
catalhoyuk#SternumBody,catalhoyuk#Sternum
catalhoyuk#SternumManubrium,catalhoyuk#Sternum
catalhoyuk#StoreContainer,catalhoyuk#Container
catalhoyuk#Suidae,catalhoyuk#Suina
catalhoyuk#Suina,catalhoyuk#Cetartiodactyla
catalhoyuk#Suncus,catalhoyuk#Soricidae
catalhoyuk#SuncusEtruscus,catalhoyuk#Suncus
catalhoyuk#Surface,catalhoyuk#FloorFeature
catalhoyuk#Surface,catalhoyuk#GeometricPrimitive
catalhoyuk#Sus,catalhoyuk#Suidae
catalhoyuk#SusScrofa,catalhoyuk#Sus
catalhoyuk#SuturalBone,catalhoyuk#FlatBone
catalhoyuk#SymbolicObject,rdf-schema#Resource
catalhoyuk#Synapsida,catalhoyuk#Amniota
catalhoyuk#Talpa,catalhoyuk#Talpidae
catalhoyuk#TalpaEuropaea,catalhoyuk#Talpa
catalhoyuk#Talpidae,catalhoyuk#Lipotyphla
catalhoyuk#Talus,catalhoyuk#TarsalBone
catalhoyuk#TarsalBone,catalhoyuk#ShortBone
catalhoyuk#Teleostei,catalhoyuk#Neopterygii
catalhoyuk#Telescopus,catalhoyuk#Colubridae
catalhoyuk#TelescopusFallax,catalhoyuk#Telescopus
catalhoyuk#TemporalBone,catalhoyuk#PneumatizedBone
catalhoyuk#TemporalLeftPetrous,catalhoyuk#LeftTemporalBone
catalhoyuk#TemporalLeftSquamous,catalhoyuk#LeftTemporalBone
catalhoyuk#TemporalRightPetrous,catalhoyuk#RightTemporalBone
catalhoyuk#TemporalRightSquamous,catalhoyuk#RightTemporalBone
catalhoyuk#TenthRib,catalhoyuk#FalseRib
catalhoyuk#TenthThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#Testudinata,catalhoyuk#Neodiapsida
catalhoyuk#Tetanurae,catalhoyuk#Theropoda
catalhoyuk#Tetrapoda,catalhoyuk#Sarcopterygii
catalhoyuk#Therapsida,catalhoyuk#Synapsida
catalhoyuk#Theria,catalhoyuk#Mammalia
catalhoyuk#Theropoda,catalhoyuk#Saurischia
catalhoyuk#ThirdCervicalVertebra,catalhoyuk#CervicalVertebra
catalhoyuk#ThirdCoccygealVertebra,catalhoyuk#CoccygealVertebra
catalhoyuk#ThirdLumbarVertebra,catalhoyuk#LumbarVertebra
catalhoyuk#ThirdMandibularMolarTooth,catalhoyuk#MandibularMolarTooth
catalhoyuk#ThirdMaxillaryMolarTooth,catalhoyuk#MaxillaryMolarTooth
catalhoyuk#ThirdMetacarpalBone,catalhoyuk#MetacarpalBone
catalhoyuk#ThirdMetatarsalBone,catalhoyuk#MetatarsalBone
catalhoyuk#ThirdMolarTooth,catalhoyuk#MolarTooth
catalhoyuk#ThirdRib,catalhoyuk#TypicalRib
catalhoyuk#ThirdSacralVertebra,catalhoyuk#SacralVertebra
catalhoyuk#ThirdThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#ThoracicVertebra,catalhoyuk#Vertebra
catalhoyuk#Threshold,catalhoyuk#Feature
catalhoyuk#Tibia,catalhoyuk#LongBone
catalhoyuk#Time,rdf-schema#Resource
catalhoyuk#TimeFrame,catalhoyuk#Time
catalhoyuk#TombWallBase,catalhoyuk#Feature
catalhoyuk#Tooth,catalhoyuk#OrganWithOrganCavity
catalhoyuk#Trapezium,catalhoyuk#DistalCarpalBone
catalhoyuk#Trapezoid,catalhoyuk#DistalCarpalBone
catalhoyuk#Triquetral,catalhoyuk#ProximalCarpalBone
catalhoyuk#Trochida,catalhoyuk#Vetigastropoda
catalhoyuk#Trochoidea,catalhoyuk#Trochida
catalhoyuk#TrueRib,catalhoyuk#Rib
catalhoyuk#Turbinidae,catalhoyuk#Trochoidea
catalhoyuk#TwelfthRib,catalhoyuk#FloatingRib
catalhoyuk#TwelfthThoracicVertebra,catalhoyuk#ThoracicVertebra
catalhoyuk#TypicalRib,catalhoyuk#TrueRib
catalhoyuk#Ulna,catalhoyuk#LongBone
catalhoyuk#Unit,catalhoyuk#SpatialEntity
catalhoyuk#UpperCentralIncisorTooth,catalhoyuk#CentralIncisorTooth
catalhoyuk#UpperLateralIncisorTooth,catalhoyuk#LateralIncisorTooth
catalhoyuk#Ursidae,catalhoyuk#Caniformia
catalhoyuk#Ursus,catalhoyuk#Ursidae
catalhoyuk#VariantCervicalVertebra,catalhoyuk#CervicalVertebra
catalhoyuk#VariantRib,catalhoyuk#Rib
catalhoyuk#Vertebra,catalhoyuk#IrregularBone
catalhoyuk#Vertebrata,catalhoyuk#Chordata
catalhoyuk#Vetigastropoda,catalhoyuk#Gastropoda
catalhoyuk#VirtualSpace,catalhoyuk#Space
catalhoyuk#Void,catalhoyuk#Feature
catalhoyuk#Vomer,catalhoyuk#IrregularBone
catalhoyuk#Vulpes,catalhoyuk#Canidae
catalhoyuk#VulpesVulpes,catalhoyuk#Vulpes
catalhoyuk#Wall,catalhoyuk#Partition
catalhoyuk#WallBlocking,catalhoyuk#Wall
catalhoyuk#WallBucrania,catalhoyuk#WallFeature
catalhoyuk#WallFeature,catalhoyuk#Feature
catalhoyuk#WallMoulding,catalhoyuk#WallFeature
catalhoyuk#WallPainting,catalhoyuk#WallFeature
catalhoyuk#WallPillar,catalhoyuk#Pillar
catalhoyuk#WallRelief,catalhoyuk#WallFeature
catalhoyuk#WallRepair,catalhoyuk#Feature
catalhoyuk#WallSupport,catalhoyuk#Feature
catalhoyuk#WoodenPost,catalhoyuk#Post
catalhoyuk#WorkingSurface,catalhoyuk#Feature
catalhoyuk#X-Find,catalhoyuk#Find
catalhoyuk#Xerinae,catalhoyuk#Sciuridae
catalhoyuk#ZygomaticBone,catalhoyuk#IrregularBone
